IDCliente,Edad,Género,Ingresos,ScoreCrediticio,Transacciones,PagosAtrasados,DeudaEnOtrosBancos,MontoDePagoDeDeudasMensuales,MontoDePagoMensualEnTarjetaCredito,EstabilidadLaboralEnAnos,ViveEnZonaRiesgosa,SeAtrasoMasDeUnaVez
2770,62,F,10018.0,383,17,1,36777,9500,,0.0,No,0
2771,39,F,6333.0,445,29,3,15095,8175,,0.0,No,0
2772,25,F,14409.0,470,22,1,21707,4629,,0.0,No,0
2773,32,M,7671.0,633,29,0,21827,6901,,0.0,No,0
2774,66,F,8059.0,723,14,3,30620,2297,,0.0,No,0
2775,22,F,1665.0,608,26,4,6307,5450,,0.0,No,1
2776,69,M,7853.0,825,2,1,35896,7290,,0.0,No,0
2777,21,M,11220.0,646,26,4,37069,4944,,0.0,No,0
2778,28,F,12883.0,601,25,3,6027,9701,,0.0,No,1
2779,35,F,11774.0,646,9,1,48428,5318,,0.0,Sí,0
2780,59,F,1553.0,707,8,0,45013,3807,,0.0,No,0
2781,66,F,14860.0,432,29,1,48148,12,,0.0,No,1
2783,32,M,8045.0,470,7,2,3440,5530,,0.0,No,0
2784,23,F,10380.0,549,22,1,1545,9772,,0.0,Sí,0
2785,33,M,8283.0,843,2,1,45612,3433,,0.0,Sí,1
2786,64,M,1149.0,561,4,4,31480,4633,,0.0,No,0
2787,57,F,14343.0,793,26,4,32797,2051,,0.0,No,0
2790,51,M,11128.0,589,13,4,28336,6130,,0.0,No,0
2791,44,M,13580.0,562,22,3,36447,6427,,0.0,No,0
2792,30,F,3736.0,613,25,0,14764,1823,,0.0,No,0
2793,53,F,1956.0,384,13,0,21531,3430,,0.0,Sí,1
2794,44,M,12440.0,714,13,0,125,2740,,0.0,Sí,1
2795,26,F,6180.0,628,5,2,37676,1788,,0.0,No,0
2796,22,F,14900.0,344,28,0,28432,1952,,0.0,No,0
2797,68,M,9607.0,632,12,3,6642,9143,,0.0,No,0
2798,39,M,,764,6,0,41613,3420,,,Sí,0
2799,48,M,3645.0,499,26,0,32115,3027,,0.0,No,0
2800,20,F,4774.0,500,22,3,24525,3101,,0.0,No,0
2801,47,F,6013.0,628,14,1,46416,5873,,0.0,Sí,0
2802,38,F,1084.0,539,8,0,41700,3588,,0.0,Sí,1
2803,52,M,14244.0,658,24,3,40721,3845,,0.0,No,0
2805,45,M,2935.0,677,8,3,11183,9339,,0.0,No,0
2806,49,M,10608.0,684,7,2,31090,1417,,0.0,Sí,1
2808,54,M,12604.0,521,21,1,10931,4745,,0.0,Sí,1
2809,42,M,10713.0,664,11,1,18077,2772,,0.0,Sí,1
2813,41,M,7569.0,713,10,0,31736,3858,,0.0,No,0
2814,56,F,3473.0,426,21,2,14754,1625,,0.0,Sí,0
2815,47,F,,786,26,0,48793,2749,,,Sí,0
2816,67,F,3838.0,826,14,3,16218,2605,,0.0,No,0
2817,49,F,3562.0,547,9,3,44189,1847,,0.0,No,0
2819,40,M,4906.0,611,7,2,3961,8770,,0.0,Sí,1
2820,57,F,2272.0,743,26,3,35382,1136,,0.0,No,0
2821,50,F,5836.0,582,18,2,47821,3133,,0.0,Sí,0
2822,42,F,2862.0,301,16,3,23254,1157,,0.0,No,0
2824,41,F,10955.0,363,16,2,37993,9841,,0.0,Sí,1
2825,48,F,13610.0,646,19,2,12093,7275,,0.0,Sí,0
2826,56,F,10014.0,623,15,0,14702,5413,,0.0,Sí,0
2828,30,M,7209.0,696,15,2,26356,5611,,0.0,No,0
2829,27,F,3765.0,636,6,2,7986,1586,,0.0,No,0
2830,40,M,8268.0,640,9,3,26726,2323,,0.0,No,0
2831,35,M,11270.0,578,15,1,47428,233,,0.0,No,0
2833,50,F,13478.0,762,7,3,7034,7916,,0.0,Sí,1
2834,53,M,4649.0,761,26,2,42405,31,,0.0,Sí,1
2835,45,F,13702.0,592,28,4,13580,9563,,0.0,No,0
2836,33,F,7890.0,706,8,1,42928,8951,,0.0,Sí,1
2837,33,F,4571.0,461,18,3,17480,3203,,0.0,No,1
2838,35,M,4933.0,802,21,4,1204,5894,,0.0,No,0
2839,25,M,6856.0,747,16,4,42880,1794,,0.0,Sí,0
2841,33,F,14357.0,564,3,2,3583,4080,,0.0,Sí,1
2842,28,M,10913.0,431,1,0,16256,281,,0.0,No,0
2843,23,M,9566.0,419,13,3,44099,4071,,0.0,No,1
2844,18,M,1557.0,518,22,2,7539,4625,,0.0,No,0
2845,29,M,10472.0,716,29,1,44379,5978,,0.0,Sí,1
2846,55,M,12615.0,804,12,2,34806,9007,,0.0,Sí,0
2848,62,M,14884.0,408,2,1,8223,1470,,0.0,Sí,0
2849,34,F,2128.0,537,9,1,10160,3287,,0.0,No,0
2850,18,M,2360.0,592,8,0,19358,4259,,0.0,Sí,1
2851,49,M,12789.0,486,27,0,31339,5706,,0.0,Sí,0
2852,25,F,6420.0,335,25,3,11522,510,,0.0,Sí,0
2854,60,F,10726.0,734,13,3,27501,8746,,0.0,No,1
2855,63,M,6349.0,307,2,0,28014,6784,,0.0,Sí,0
2856,41,M,14990.0,477,10,4,44082,9498,,0.0,No,0
2857,27,F,3625.0,541,26,0,8298,5493,,0.0,Sí,1
2858,64,F,13319.0,340,6,2,201,258,,0.0,Sí,1
2860,56,M,1057.0,412,3,3,7385,9416,,0.0,Sí,1
2862,53,M,9503.0,803,16,0,34562,9595,,0.0,Sí,0
2863,42,M,12909.0,377,6,0,1408,1865,,0.0,Sí,0
2864,67,M,6848.0,495,22,3,916,765,,0.0,Sí,1
2865,27,M,11193.0,701,8,3,7778,8256,,0.0,Sí,0
2866,36,F,3737.0,363,1,1,42644,3449,,0.0,No,0
2867,63,F,6493.0,724,20,2,47208,2705,,0.0,Sí,0
2868,62,F,4877.0,341,15,1,6346,5765,,0.0,Sí,0
2869,32,M,3282.0,672,17,1,48637,4974,,0.0,Sí,0
2871,19,M,12375.0,508,18,2,40112,1383,,0.0,No,0
2872,46,M,6508.0,766,24,3,16448,2435,,0.0,Sí,0
2873,21,M,2431.0,603,3,1,36418,1450,,0.0,Sí,0
2874,67,F,12317.0,691,24,1,14715,8414,,0.0,No,1
2875,46,M,14089.0,452,6,3,39166,7924,,0.0,No,0
2876,48,M,13526.0,661,17,0,34783,7058,,0.0,Sí,0
2877,34,F,2775.0,563,23,0,25897,7316,,0.0,No,1
2878,27,F,10510.0,515,13,3,48708,5628,,0.0,Sí,0
2879,44,F,5207.0,842,23,4,36792,441,,0.0,No,0
2880,58,M,12351.0,823,22,4,22698,9629,,0.0,Sí,0
2882,61,F,5385.0,326,21,2,8843,4865,,0.0,Sí,1
2883,48,M,7351.0,345,16,1,45773,9074,,0.0,Sí,1
2884,38,M,4974.0,357,17,2,31551,7159,,0.0,Sí,0
2885,58,F,6905.0,312,1,0,34155,450,,0.0,No,0
2886,63,F,5677.0,348,16,3,27442,7039,,0.0,Sí,0
2888,43,F,9411.0,750,8,0,21563,8934,,0.0,No,1
2889,55,F,4302.0,678,1,2,22982,7286,,0.0,No,0
2890,68,F,7945.0,309,2,2,22863,9736,,0.0,No,1
2891,53,F,12058.0,815,15,0,4763,3350,,0.0,Sí,1
2893,34,M,13636.0,680,24,2,32198,2613,,0.0,No,0
2894,68,M,3302.0,840,27,1,20493,1915,,0.0,No,0
2895,20,M,13739.0,601,20,1,5535,7212,,0.0,Sí,0
2896,31,M,7285.0,502,15,3,32519,9440,,0.0,Sí,1
2897,66,M,13376.0,495,21,0,12020,527,,0.0,No,0
2898,30,M,5966.0,621,10,0,29745,4819,,0.0,No,0
2900,44,M,4726.0,641,3,3,35896,8432,,0.0,No,0
2902,34,M,9714.0,308,21,2,37853,1208,,0.0,No,0
2903,65,M,11899.0,831,15,0,11297,4120,,0.0,No,0
2904,67,F,3998.0,448,18,1,49689,6476,,0.0,Sí,0
2905,51,M,8971.0,682,14,3,26783,2961,,0.0,Sí,0
2906,31,F,13113.0,828,10,3,16257,4776,,0.0,No,1
2907,34,M,1909.0,311,4,2,38766,2417,,0.0,Sí,1
2908,20,F,,775,11,2,46791,1616,,,No,0
2909,51,M,5133.0,352,20,4,44137,9227,,0.0,Sí,1
2910,57,F,2880.0,735,7,4,30086,8911,,0.0,Sí,0
2912,19,F,13497.0,353,23,4,43282,9165,,0.0,No,1
2913,51,M,3560.0,789,9,3,29984,6825,,0.0,No,0
2914,43,F,8527.0,643,15,4,18421,1846,,0.0,No,1
2915,48,M,6696.0,468,26,0,41922,1371,,0.0,Sí,1
2916,26,F,4072.0,460,12,0,1243,1466,,0.0,No,1
2917,47,F,13018.0,826,18,2,42829,8882,,0.0,Sí,0
2918,37,F,14268.0,826,6,2,21863,87,,0.0,Sí,1
2919,38,F,5476.0,586,18,1,32337,2512,,0.0,Sí,0
2920,46,F,12067.0,711,25,0,34421,8685,,0.0,Sí,0
2921,42,F,14848.0,821,18,1,24688,1245,,0.0,No,0
2922,55,F,12098.0,498,22,1,7974,6116,,0.0,No,0
2923,61,F,5489.0,460,24,4,9491,9333,,0.0,No,0
2924,42,M,14361.0,688,6,2,2304,4231,,0.0,Sí,1
2925,26,M,5491.0,773,28,1,29000,977,,0.0,No,0
2926,56,M,9736.0,680,15,1,23304,8733,,0.0,Sí,0
2928,43,F,8401.0,371,5,2,12338,9594,,0.0,No,0
2929,54,M,4097.0,467,4,0,3814,9002,,0.0,No,0
2930,33,M,12817.0,583,17,2,24796,4507,,0.0,No,0
2931,54,F,4505.0,793,21,4,27219,3492,,0.0,No,0
2932,29,F,2084.0,335,10,0,29925,4925,,0.0,No,0
2934,43,F,6560.0,498,5,4,37806,4865,,0.0,Sí,0
2935,37,M,,415,7,4,48793,7769,,,Sí,0
2936,26,F,13130.0,614,12,0,13365,8760,,0.0,No,1
2938,56,M,3245.0,433,2,0,36549,9513,,0.0,No,0
2940,48,M,6835.0,720,17,3,39109,6704,,0.0,No,0
2941,36,F,1693.0,791,13,0,9224,7365,,0.0,No,0
2942,37,F,8538.0,588,5,1,5082,6632,,0.0,Sí,0
2943,40,F,9091.0,352,5,1,20706,1767,,0.0,No,0
2944,60,F,12982.0,504,20,2,40069,2074,,0.0,No,0
2945,44,F,6835.0,647,26,4,47043,1141,,0.0,Sí,0
2946,47,M,9689.0,350,12,0,15375,1077,,0.0,Sí,0
2947,38,F,11287.0,339,12,4,30934,4599,,0.0,Sí,0
2950,66,F,9804.0,478,29,3,19612,4832,,0.0,No,0
2951,24,M,13159.0,482,10,0,17859,8670,,0.0,No,0
2952,39,F,14626.0,463,19,0,35175,1685,,0.0,Sí,1
2953,27,M,9567.0,676,16,1,23927,3491,,0.0,No,0
2954,40,F,1805.0,796,2,0,46013,1371,,0.0,Sí,0
2955,32,F,1920.0,760,4,1,43927,5459,,0.0,No,1
2956,47,F,14162.0,773,9,1,38183,3423,,0.0,No,0
2957,51,F,4604.0,336,26,0,35013,9888,,0.0,No,0
2958,30,F,2443.0,618,5,1,22073,3976,,0.0,Sí,0
2959,21,M,,711,1,4,20721,1398,,,No,0
2960,35,M,14707.0,655,11,1,6572,5361,,0.0,Sí,1
2961,40,F,2545.0,528,19,4,3950,1401,,0.0,Sí,1
2962,50,M,2210.0,563,25,4,19042,9900,,0.0,Sí,0
2964,51,F,11272.0,651,3,2,40253,6430,,0.0,No,0
2965,53,F,7212.0,741,1,2,19667,3230,,0.0,No,1
2966,52,M,5687.0,758,4,1,17680,7521,,0.0,Sí,1
2967,34,F,6310.0,324,9,0,27731,5849,,0.0,Sí,0
2968,45,M,11340.0,430,28,1,34415,6056,,0.0,Sí,1
2969,31,F,10700.0,669,16,2,47813,4722,,0.0,Sí,1
2970,51,F,14596.0,735,7,3,9356,8109,,0.0,Sí,0
2971,65,M,1913.0,523,5,3,40860,1264,,0.0,Sí,0
2973,30,M,9581.0,784,11,2,3244,362,,0.0,Sí,1
2974,50,F,8732.0,496,14,4,23571,6276,,0.0,No,0
2975,19,F,13241.0,408,22,2,36793,9724,,0.0,Sí,0
2976,51,F,13447.0,519,17,1,11892,6420,,0.0,Sí,0
2977,46,M,5987.0,618,23,2,41462,5384,,0.0,No,0
2978,54,F,4625.0,381,12,3,13877,6748,,0.0,No,0
2979,21,M,10262.0,836,21,4,22754,9575,,0.0,No,0
2980,29,F,8326.0,731,23,1,20588,7831,,0.0,No,0
2982,45,M,13983.0,448,21,0,23638,2812,,0.0,No,0
2983,20,F,14045.0,397,19,4,785,2475,,0.0,No,0
2984,37,F,3570.0,400,5,1,227,6973,,0.0,Sí,0
2985,27,M,4737.0,666,24,2,4947,3100,,0.0,Sí,0
2986,69,M,3779.0,761,8,2,7477,3401,,0.0,Sí,1
2987,35,M,9530.0,713,2,2,17211,5015,,0.0,Sí,0
2988,44,F,2976.0,558,27,2,49530,2551,,0.0,No,0
2989,48,M,12628.0,655,17,1,13894,2151,,0.0,No,0
2991,59,F,,715,27,4,10217,387,,,No,0
2992,18,M,14885.0,549,23,2,47488,5864,,0.0,Sí,0
2993,23,M,12411.0,849,3,1,39024,3161,,0.0,No,0
2994,28,F,1898.0,421,24,1,11556,2380,,0.0,Sí,0
2995,51,M,14455.0,364,20,2,11568,8568,,0.0,Sí,0
2996,56,F,1102.0,601,26,0,26914,4335,,0.0,Sí,1
2997,37,M,12051.0,424,26,1,25704,1280,,0.0,No,0
2998,38,M,13380.0,611,24,4,22466,743,,0.0,Sí,1
2999,38,F,14262.0,490,18,4,8482,7356,,0.0,Sí,1
3001,38,F,10639.0,458,15,1,7688,8023,,0.0,No,0
3002,36,M,13406.0,652,5,0,59,1068,,0.0,Sí,0
3003,21,M,3032.0,562,22,1,38199,9200,,0.0,No,0
3004,30,F,13224.0,705,17,1,28777,6971,,0.0,No,0
3005,35,F,7172.0,316,14,0,19054,7526,,0.0,Sí,1
3006,69,M,12252.0,559,1,3,47192,8534,,0.0,No,0
3007,46,M,2534.0,654,14,2,3339,630,,0.0,No,0
3008,42,M,8197.0,788,9,2,19173,297,,0.0,No,0
3009,30,F,14677.0,513,5,2,32582,8148,,0.0,No,1
3010,44,F,12039.0,538,4,0,36422,8889,,0.0,Sí,1
3011,36,M,12401.0,479,1,1,45955,5316,,0.0,No,0
3012,66,M,5570.0,718,3,1,27068,1505,,0.0,Sí,1
3013,18,M,,442,29,4,38316,2825,,,No,0
3014,55,F,12655.0,616,20,1,21486,8570,,0.0,No,0
3015,36,M,1434.0,543,11,3,30641,8897,,0.0,Sí,1
3016,69,F,10449.0,531,16,2,19046,2414,,0.0,No,0
3017,18,F,9246.0,602,11,3,16585,5656,,0.0,No,0
3018,57,M,10122.0,630,21,2,7087,8962,,0.0,Sí,1
3019,34,F,14603.0,547,10,0,46102,9286,,0.0,No,1
3020,38,F,11991.0,582,12,3,41430,5147,,0.0,Sí,0
3021,39,M,9503.0,586,5,1,40711,4444,,0.0,Sí,1
3022,32,M,14859.0,331,10,2,36124,7547,,0.0,No,0
3023,67,M,8256.0,799,24,4,28330,9423,,0.0,Sí,0
3024,56,M,10148.0,829,13,3,43316,1446,,0.0,No,0
3025,65,M,7461.0,680,29,0,36741,2402,,0.0,No,0
3026,56,M,,362,19,4,13020,5642,,,Sí,0
3027,49,M,6996.0,427,7,0,43543,1826,,0.0,No,0
3028,66,F,5852.0,827,16,2,4471,7918,,0.0,Sí,1
3029,21,M,3512.0,462,29,3,27122,3847,,0.0,No,1
3030,61,M,6528.0,550,6,0,3123,1092,,0.0,Sí,0
3031,62,M,2263.0,594,10,4,11333,4677,,0.0,Sí,0
3032,49,M,6951.0,478,27,4,38771,1720,,0.0,Sí,1
3033,21,M,3747.0,528,10,1,3790,882,,0.0,Sí,0
3034,18,M,8280.0,693,26,0,32036,123,,0.0,Sí,0
3035,50,F,11974.0,695,11,3,39289,3490,,0.0,Sí,1
3036,24,M,2093.0,371,22,3,35878,5797,,0.0,No,0
3037,26,F,11978.0,617,10,1,24923,602,,0.0,No,0
3038,18,M,12007.0,678,25,4,1601,3831,,0.0,No,0
3039,33,F,4763.0,435,14,0,11788,5460,,0.0,No,1
3040,35,F,8351.0,677,15,4,21307,8496,,0.0,Sí,0
3042,23,M,14031.0,829,13,0,12712,3228,,0.0,Sí,0
3044,26,M,1232.0,686,7,4,46515,9128,,0.0,No,0
3045,21,M,3101.0,568,11,4,16004,6508,,0.0,Sí,0
3046,62,M,13544.0,823,14,4,20162,2313,,0.0,Sí,1
3047,40,M,3028.0,846,17,2,41281,3289,,0.0,Sí,1
3048,60,F,7233.0,785,16,4,28237,6996,,0.0,No,1
3049,62,F,8926.0,737,1,1,10489,4844,,0.0,No,0
3050,60,F,,410,9,2,16563,2198,,,No,0
3051,68,M,10650.0,621,9,0,20349,8877,,0.0,No,0
3052,25,M,10840.0,826,28,3,46059,4235,,0.0,Sí,0
3053,56,F,9599.0,476,27,2,28143,8246,,0.0,No,1
3054,42,M,4340.0,837,10,2,48805,3212,,0.0,No,0
3055,33,M,14980.0,772,19,0,15685,4169,,0.0,Sí,0
3056,52,M,2977.0,687,15,4,26609,3206,,0.0,No,0
3057,34,F,3413.0,397,16,4,41697,641,,0.0,No,0
3058,35,F,9026.0,710,11,2,36487,4839,,0.0,Sí,1
3059,44,M,6418.0,674,27,4,49206,6169,,0.0,No,0
3060,32,F,7025.0,469,24,2,11117,7655,,0.0,No,0
3061,34,F,14470.0,355,25,3,23041,61,,0.0,No,1
3062,60,M,5937.0,624,17,3,26009,1223,,0.0,No,0
3063,22,M,14271.0,559,28,0,44602,492,,0.0,Sí,0
3064,33,F,10952.0,639,19,1,19678,6822,,0.0,Sí,0
3065,32,F,4597.0,703,13,1,36623,6611,,0.0,No,0
3066,59,M,2378.0,831,6,4,13369,1139,,0.0,Sí,1
3067,63,M,1620.0,473,15,1,35519,5490,,0.0,Sí,0
3068,51,M,1929.0,837,16,3,28209,6794,,0.0,No,0
3069,65,F,7544.0,459,4,0,33492,1255,,0.0,No,1
3071,25,M,6826.0,555,25,2,9369,3285,,0.0,Sí,0
3072,64,M,1974.0,643,7,4,42256,2255,,0.0,No,0
3073,27,M,13679.0,835,27,4,40817,9193,,0.0,Sí,1
3074,22,M,,672,17,1,13357,1125,,,Sí,0
3075,69,F,12045.0,734,16,2,49001,3881,,0.0,No,1
3076,65,M,2689.0,345,2,1,25470,4105,,0.0,No,0
3077,43,M,5671.0,354,17,1,18883,1146,,0.0,No,0
3078,39,F,14981.0,377,25,1,1329,786,,0.0,No,0
3079,61,M,7920.0,790,4,2,27050,258,,0.0,Sí,0
3080,40,F,7776.0,571,26,1,31407,3849,,0.0,No,0
3082,26,F,13810.0,410,8,1,18834,6174,,0.0,Sí,1
3083,66,M,9917.0,314,5,2,46821,4616,,0.0,No,0
3084,37,F,9353.0,377,5,2,47303,8180,,0.0,Sí,1
3086,61,F,1658.0,717,27,1,29746,1643,,0.0,No,0
3087,54,F,3897.0,574,5,2,39825,123,,0.0,Sí,1
3088,41,F,6668.0,793,3,1,11631,1773,,0.0,Sí,1
3090,50,M,13811.0,675,1,4,4294,2177,,0.0,No,1
3091,37,F,13291.0,362,8,4,42424,6889,,0.0,No,0
3092,65,M,3542.0,660,13,1,46138,1503,,0.0,No,0
3094,61,F,13186.0,409,6,4,8149,7094,,0.0,No,0
3095,26,F,10266.0,493,18,0,47246,2124,,0.0,No,0
3096,62,F,14572.0,818,18,4,33891,3254,,0.0,Sí,1
3097,66,M,,758,16,4,23577,2413,,,Sí,1
3098,34,F,5044.0,600,8,2,32175,4387,,0.0,No,0
3099,53,M,14910.0,795,17,4,49416,6089,,0.0,No,0
3100,31,F,4433.0,448,8,1,48134,5833,,0.0,No,0
3101,36,F,7711.0,760,15,4,18413,156,,0.0,Sí,1
3102,24,F,8384.0,438,26,1,39642,9315,,0.0,No,1
3103,20,F,1877.0,591,10,4,3766,5003,,0.0,No,0
3104,50,F,2091.0,634,1,1,41355,5753,,0.0,Sí,1
3105,61,M,4059.0,483,9,4,39824,917,,0.0,No,0
3106,49,M,8007.0,606,17,1,26056,6253,,0.0,No,0
3107,64,F,6262.0,561,20,4,8299,1702,,0.0,No,1
3108,28,M,8513.0,609,25,0,36331,1665,,0.0,Sí,0
3110,19,F,2674.0,723,9,2,7849,7163,,0.0,Sí,1
3111,43,F,10800.0,813,14,2,13771,5807,,0.0,Sí,1
3112,21,F,3826.0,823,24,2,29604,2111,,0.0,No,1
3113,34,F,10409.0,560,5,0,6035,3714,,0.0,Sí,1
3114,34,M,4052.0,661,6,0,15104,6983,,0.0,Sí,0
3115,45,M,14978.0,468,5,4,7959,5110,,0.0,Sí,0
3116,47,M,1313.0,499,4,0,3196,2397,,0.0,Sí,0
3117,57,M,9921.0,684,28,2,36899,5454,,0.0,No,0
3118,40,F,13231.0,611,16,3,19459,1555,,0.0,Sí,1
3119,63,F,1383.0,611,16,4,412,4502,,0.0,No,0
3120,41,F,6884.0,694,10,1,27734,343,,0.0,Sí,1
3121,46,F,2812.0,650,14,2,8674,1544,,0.0,No,0
3122,21,M,3324.0,327,13,2,11151,3996,,0.0,Sí,1
3123,55,M,14383.0,432,28,2,36615,6848,,0.0,Sí,1
3124,46,F,6248.0,679,4,0,8794,8230,,0.0,Sí,1
3125,36,M,4429.0,827,14,1,24358,4382,,0.0,No,0
3126,44,M,11937.0,586,26,4,33849,8046,,0.0,Sí,0
3127,46,F,14836.0,583,24,2,28843,4986,,0.0,No,1
3128,53,M,11056.0,526,24,1,24046,3423,,0.0,No,0
3129,52,F,4291.0,726,9,3,8216,9220,,0.0,No,1
3130,69,M,8173.0,326,3,0,8389,235,,0.0,Sí,0
3132,40,F,14270.0,416,15,1,17525,9160,,0.0,Sí,1
3133,56,F,7767.0,388,24,1,10245,5224,,0.0,Sí,1
3134,63,F,1227.0,421,19,2,17504,1230,,0.0,Sí,0
3135,61,M,7073.0,332,2,1,12359,238,,0.0,No,0
3136,65,F,11256.0,697,2,1,31648,4924,,0.0,Sí,1
3137,69,M,6704.0,824,9,4,4527,51,,0.0,Sí,0
3138,25,F,9203.0,323,4,0,45435,9572,,0.0,Sí,1
3139,19,M,8765.0,624,5,4,26369,1056,,0.0,No,0
3143,48,M,2739.0,329,19,2,23142,2609,,0.0,Sí,0
3144,69,F,,348,6,1,13414,3600,,,No,0
3145,65,M,1069.0,479,23,3,35031,1965,,0.0,No,0
3147,65,M,11440.0,694,14,4,41250,3578,,0.0,No,0
3148,69,M,4123.0,795,12,2,15050,5561,,0.0,No,0
3151,53,M,12522.0,334,27,3,38038,8328,,0.0,No,0
3152,65,M,8649.0,712,26,1,14272,5084,,0.0,Sí,1
3154,38,M,14193.0,609,13,4,14742,4014,,0.0,No,0
3155,30,F,9767.0,578,15,0,42874,6307,,0.0,No,0
3156,54,F,11364.0,451,24,0,43561,3614,,0.0,No,0
3157,64,M,5954.0,526,14,4,34269,5142,,0.0,Sí,0
3158,43,F,1744.0,542,8,2,15295,6071,,0.0,No,0
3160,24,M,7275.0,691,20,4,44281,506,,0.0,No,0
3161,63,M,12265.0,347,11,1,21072,9725,,0.0,No,0
3163,39,M,5576.0,456,9,0,14705,8899,,0.0,Sí,0
3164,56,F,6076.0,325,12,4,16403,9815,,0.0,No,1
3165,40,F,10216.0,720,26,0,17416,7611,,0.0,Sí,1
3166,47,M,14888.0,563,6,1,41784,1707,,0.0,No,0
3168,59,M,6050.0,769,3,4,19658,2444,,0.0,No,0
3169,35,M,14948.0,553,1,1,11853,8509,,0.0,No,0
3170,63,F,,845,15,3,28369,5906,,,No,0
3171,27,M,3438.0,446,15,4,47121,2955,,0.0,No,0
3172,56,F,10025.0,625,5,3,747,2927,,0.0,No,0
3173,47,F,11382.0,637,22,2,43326,857,,0.0,No,0
3174,43,F,9819.0,417,24,4,48839,2720,,0.0,Sí,1
3175,24,M,1376.0,464,11,4,39772,3022,,0.0,No,0
3176,24,F,13078.0,849,25,1,17351,8868,,0.0,No,1
3177,22,M,1089.0,497,23,0,48409,378,,0.0,Sí,1
3178,18,M,12047.0,673,1,4,3547,8408,,0.0,Sí,1
3179,63,F,14308.0,428,23,2,32711,6058,,0.0,No,1
3180,35,F,10257.0,713,10,4,29011,7418,,0.0,Sí,1
3182,42,F,10250.0,300,20,4,35783,4851,,0.0,No,0
3183,57,F,12251.0,466,11,4,2023,2989,,0.0,Sí,0
3184,25,F,14805.0,315,28,2,8592,3830,,0.0,No,0
3187,34,M,13411.0,401,17,2,26499,6850,,0.0,Sí,1
3188,55,M,11296.0,705,12,2,25944,9482,,0.0,No,0
3189,32,F,12045.0,806,26,3,32262,1939,,0.0,No,1
3190,32,F,6575.0,339,25,0,43280,4694,,0.0,No,0
3191,65,M,3655.0,847,4,1,36092,7325,,0.0,No,0
3192,57,M,2515.0,680,12,1,18261,7715,,0.0,No,0
3193,68,F,4017.0,815,24,3,43647,8427,,0.0,No,0
3195,32,F,8811.0,580,18,2,23345,7627,,0.0,Sí,0
3196,52,M,8343.0,650,29,1,10111,4195,,0.0,No,0
3197,23,F,13339.0,633,12,1,16389,2786,,0.0,Sí,1
3198,47,M,2573.0,823,24,1,38301,1377,,0.0,No,0
3199,25,F,6597.0,582,24,2,9713,2755,,0.0,No,0
3200,48,F,11728.0,618,19,1,37943,2083,,0.0,Sí,1
3202,64,F,11244.0,313,16,3,19853,6570,,0.0,No,0
3203,49,M,4796.0,355,8,3,9013,4612,,0.0,No,0
3204,62,M,9823.0,702,27,3,3093,6107,,0.0,Sí,0
3205,69,M,11053.0,641,27,3,47544,4104,,0.0,Sí,0
3206,32,M,13144.0,498,6,4,11304,3549,,0.0,Sí,0
3207,35,F,2232.0,591,10,0,32521,4152,,0.0,No,1
3208,30,M,3264.0,740,25,1,26881,7657,,0.0,No,0
3209,41,M,3047.0,377,10,3,40386,5478,,0.0,No,0
3210,57,M,1535.0,411,29,1,30767,2641,,0.0,No,0
3211,31,F,8884.0,834,6,1,40745,5025,,0.0,No,0
3212,45,M,12725.0,674,8,4,35318,7764,,0.0,Sí,1
3213,28,F,7881.0,415,18,1,33993,2112,,0.0,No,0
3214,23,F,14017.0,441,17,3,16011,3500,,0.0,No,0
3215,42,M,8378.0,496,26,1,27132,5987,,0.0,No,0
3216,18,F,4097.0,839,10,4,41613,7624,,0.0,Sí,0
3218,19,F,4073.0,375,12,4,9531,1629,,0.0,Sí,1
3219,49,F,2025.0,829,20,2,4556,9041,,0.0,No,0
3220,30,M,3051.0,399,10,0,2717,7361,,0.0,No,0
3221,50,F,14808.0,778,9,1,36160,6260,,0.0,Sí,0
3222,49,M,4621.0,767,16,1,24538,6922,,0.0,Sí,1
3223,41,F,5563.0,591,7,1,46254,7166,,0.0,No,0
3224,44,M,9392.0,424,9,2,42022,478,,0.0,Sí,0
3225,21,M,5403.0,818,25,0,38890,1310,,0.0,Sí,1
3226,41,M,4323.0,322,25,4,43492,2143,,0.0,Sí,1
3227,40,M,4358.0,461,24,2,9800,413,,0.0,No,0
3228,46,F,7141.0,805,6,2,39407,9848,,0.0,No,1
3229,51,M,6017.0,320,27,3,23402,3936,,0.0,No,0
3230,38,M,7435.0,763,10,2,27224,8187,,0.0,No,0
3231,47,M,8321.0,782,7,2,46213,1394,,0.0,Sí,1
3232,43,M,3971.0,801,18,1,4750,2623,,0.0,No,0
3233,37,F,14170.0,608,11,3,13820,2290,,0.0,Sí,1
3234,33,M,,502,1,4,35422,638,,,No,0
3235,20,F,4345.0,715,29,0,49307,352,,0.0,No,1
3236,66,M,13046.0,441,21,4,35837,139,,0.0,Sí,1
3238,57,M,5604.0,828,19,1,20978,8860,,0.0,No,0
3239,61,M,4424.0,836,23,0,13713,3842,,0.0,No,0
3240,42,M,5100.0,590,5,4,40431,8508,,0.0,Sí,0
3241,40,M,9551.0,610,28,0,31207,4018,,0.0,No,0
3242,61,F,12861.0,684,26,0,6303,2926,,0.0,Sí,1
